Frequency (Hz),Magnitude
0.0,10.220678336980313
4.824945295404814,26.2977644690509
9.649890590809628,5.972644145859409
14.474835886214443,5.425466236227061
19.299781181619256,4.372305852771937
24.12472647702407,3.8169546629598425
28.949671772428886,3.5270585431104773
33.774617067833695,3.393618645567488
38.59956236323851,3.2255029480086597
43.42450765864333,2.7626391235433103
48.24945295404814,2.643442121649107
53.074398249452955,2.751906329070052
57.89934354485777,2.3359994226206475
62.72428884026258,2.5715116757067653
67.54923413566739,2.3874084118876504
72.3741794310722,2.4892940811460256
77.19912472647702,2.3750054245692174
82.02407002188184,2.4865348985335696
86.84901531728666,2.367087209400386
91.67396061269146,2.532409924387543
96.49890590809628,2.451478706439734
101.32385120350109,2.5216221404701464
106.14879649890591,2.600080693852931
110.97374179431073,2.5183686810912014
115.79868708971554,2.6043916380190058
120.62363238512035,2.6282185793407096
125.44857768052516,2.6902319308270592
130.27352297592998,2.763423187561653
135.09846827133478,2.7041114553133245
139.9234135667396,2.787259400574322
144.7483588621444,2.850363934941851
149.57330415754925,2.890397092453778
154.39824945295405,2.919283926723946
159.22319474835885,2.966806690424531
164.04814004376368,2.9975114720369644
168.87308533916848,3.187571037671534
173.6980306345733,3.0588342248499134
178.52297592997812,3.120223242552573
183.34792122538292,3.2256370446340483
188.17286652078775,3.219869488146263
192.99781181619255,3.3246413442909755
197.82275711159738,3.311846511117052
202.64770240700219,3.4148971995724433
207.472647702407,3.4868806657083757
212.29759299781182,3.478153386926545
217.12253829321662,3.60184431191954
221.94748358862145,3.66482692142952
226.77242888402625,3.673382731916822
231.59737417943109,3.7694128079393705
236.4223194748359,3.8626215437007363
241.2472647702407,3.8880954138532666
246.07221006564552,3.981800721056988
250.89715536105032,4.054914366288669
255.72210065645515,4.1220669031823025
260.54704595185996,4.187201454235302
265.37199124726476,4.255339888616806
270.19693654266956,4.404028009116857
275.0218818380744,4.3949593395994215
279.8468271334792,4.4857326770348465
284.671772428884,4.611304583404579
289.4967177242888,4.6586771466792065
294.32166301969363,4.729447005885089
299.1466083150985,4.854482953087028
303.9715536105033,4.893514208870984
308.7964989059081,5.0603905611671225
313.6214442013129,5.048292631051765
318.4463894967177,5.1882692656365395
323.27133479212256,5.281617605073422
328.09628008752736,5.3555736755209695
332.92122538293216,5.483232372872909
337.74617067833697,5.5471369230311325
342.57111597374177,5.69275590859993
347.3960612691466,5.757064658478723
352.22100656455143,5.908707055490558
357.04595185995623,5.95514001207022
361.87089715536104,6.091433892892087
366.69584245076584,6.1790518494867435
371.5207877461707,6.272143330274443
376.3457330415755,6.452735456200449
381.1706783369803,6.489631013481943
385.9956236323851,6.644725661067873
390.8205689277899,6.8167812383617905
395.64551422319477,6.852971465394014
400.47045951859957,7.076803786443553
405.29540481400437,7.105394069799221
410.1203501094092,7.323506702750637
414.945295404814,7.397117736080996
419.77024070021884,7.578963823149495
424.59518599562364,7.725177430189966
429.42013129102844,7.844428967123017
434.24507658643324,8.00318286808901
439.07002188183804,8.173295354907703
443.8949671772429,8.338489167605516
448.7199124726477,8.474384712589158
453.5448577680525,8.671982751028226
458.3698030634573,8.8296371355231
463.19474835886217,8.997585281322822
468.019693654267,9.20650902974869
472.8446389496718,9.358081348454494
477.6695842450766,9.551049478786037
482.4945295404814,9.801302797136607
487.31947483588624,9.921787392747314
492.14442013129104,10.262421666469992
496.96936542669584,10.30007531759136
501.79431072210065,10.658366582143499
506.61925601750545,10.904544487362154
511.4442013129103,11.018727146714035
516.269146608315,11.416163057963528
521.0940919037199,11.564694153549981
525.9190371991248,11.819831889122904
530.7439824945295,12.183154321952172
535.5689277899344,12.440708548574415
540.3938730853391,12.652616340603856
545.218818380744,12.98984395415102
550.0437636761488,13.377585086104078
554.8687089715536,13.566077237510614
559.6936542669584,14.073015020804007
564.5185995623632,14.267240438240584
569.343544857768,14.700278637502546
574.1684901531729,15.163255790164822
578.9934354485777,15.455552872277599
583.8183807439825,15.9473667663488
588.6433260393873,16.31559760202847
593.4682713347921,16.87062766210721
598.293216630197,17.353541337290743
603.1181619256017,17.743153964711812
607.9431072210066,18.423814432890712
612.7680525164113,18.807307201268863
617.5929978118162,19.449179770930968
622.417943107221,20.03767176554305
627.2428884026258,20.602087314224768
632.0678336980307,21.357893493498214
636.8927789934354,22.165957455065143
641.7177242888403,23.058702189212575
646.5426695842451,23.831489186786023
651.3676148796499,24.765504216171717
656.1925601750547,25.6851384654083
661.0175054704595,26.614369163008316
665.8424507658643,27.82060990420083
670.6673960612692,28.892935876275853
675.4923413566739,30.47619873936738
680.3172866520788,31.509029294474214
685.1422319474835,33.0907850062251
689.9671772428884,34.652880237009036
694.7921225382933,36.551312699631524
699.617067833698,38.47464552980211
704.4420131291029,40.77858245574793
709.2669584245076,43.009323485618374
714.0919037199125,45.955140316135754
718.9168490153173,48.63742270211078
723.7417943107221,52.60021217762167
728.5667396061269,56.18408737947873
733.3916849015317,61.143748009879324
738.2166301969365,66.16364728363381
743.0415754923414,72.92459724783863
747.8665207877461,79.2098573525484
752.691466083151,87.8766909678313
757.5164113785557,99.38377925966411
762.3413566739606,116.03905860146901
767.1663019693655,133.5519848335393
771.9912472647702,163.46392458278422
776.8161925601751,208.5034484087033
781.6411378555798,275.97882788893264
786.4660831509847,429.24192753973097
791.2910284463895,753.3980806403375
796.1159737417943,1534.2640553370406
800.9409190371991,621.7717066787587
805.7658643326039,371.673731376544
810.5908096280087,250.51208800130158
815.4157549234136,191.11860786913783
820.2407002188183,160.305533017938
825.0656455142232,132.49691029830728
829.890590809628,115.94979812868277
834.7155361050328,101.49302926426572
839.5404814004377,90.7491655026259
844.3654266958424,82.35588738610709
849.1903719912473,74.83973651223906
854.015317286652,68.00283128339609
858.8402625820569,63.9576148072627
863.6652078774617,58.91693570747867
868.4901531728665,55.20452647541814
873.3150984682713,52.6421147158123
878.1400437636761,49.16919736925051
882.964989059081,46.71982890391235
887.7899343544858,44.582940684906866
892.6148796498906,42.09498204241799
897.4398249452954,40.90489124592261
902.2647702407002,38.322790161856915
907.089715536105,36.88876999055362
911.9146608315099,36.1386603816173
916.7396061269146,34.307280649214015
921.5645514223195,33.10473449914753
926.3894967177243,32.30107092363821
931.2144420131291,30.68228140622722
936.039387308534,30.02443843265077
940.8643326039387,29.34748017214628
945.6892778993436,28.093346588498232
950.5142231947484,27.409478648363876
955.3391684901532,27.110494703173284
960.164113785558,32.17663861442988
964.9890590809628,18.131355655497376
969.8140043763676,26.2511779510595
974.6389496717725,23.637358167676563
979.4638949671772,22.826568063395516
984.2888402625821,22.56990090379555
989.1137855579868,21.927816478840583
993.9387308533917,21.528073880677294
998.7636761487965,21.24079004749096
1003.5886214442013,20.50054473952434
1008.4135667396062,20.12916434302418
1013.2385120350109,20.078110971727693
1018.0634573304158,19.33383936665761
1022.8884026258206,19.32802438374671
1027.7133479212255,18.586719078923167
1032.53829321663,18.37666259328322
1037.363238512035,18.141414622672023
1042.1881838074398,17.776004806059866
1047.0131291028447,17.55986005460605
1051.8380743982495,17.172197281400983
1056.6630196936542,16.803861366477992
1061.487964989059,16.6392968014888
1066.312910284464,16.332836216386028
1071.1378555798688,15.978731800099162
1075.9628008752736,15.785225346219136
1080.7877461706782,15.487016701977465
1085.612691466083,15.25752829123141
1090.437636761488,15.136124335214207
1095.2625820568928,14.812201368647054
1100.0875273522977,14.709490763463762
1104.9124726477023,14.381998332135584
1109.7374179431072,14.235751997408546
1114.562363238512,14.058086641610988
1119.387308533917,13.899998804753658
1124.2122538293218,13.654849791236197
1129.0371991247264,13.4661447423855
1133.8621444201312,13.369498168250168
1138.687089715536,13.106792822527767
1143.512035010941,12.996038413501267
1148.3369803063458,12.773303341378334
1153.1619256017505,12.73000084445138
1157.9868708971553,12.554670097460013
1162.8118161925602,12.384269653286724
1167.636761487965,12.25023530199332
1172.46170678337,12.035884324587537
1177.2866520787745,12.029808575446895
1182.1115973741794,11.853196192687879
1186.9365426695842,11.734126162478397
1191.761487964989,11.599787178529763
1196.586433260394,11.492680657085797
1201.4113785557986,11.342346252895409
1206.2363238512035,11.291776542718605
1211.0612691466083,11.108176946156794
1215.8862144420132,11.02063284534538
1220.711159737418,10.94897547627153
1225.5361050328227,10.800123449163369
1230.3610503282275,10.722955687259898
1235.1859956236324,10.584922081643342
1240.0109409190372,10.491906507691308
1244.835886214442,10.446795119775794
1249.6608315098467,10.245016340037498
1254.4857768052516,10.208464908417628
1259.3107221006564,10.08871804356067
1264.1356673960613,10.028156533095569
1268.9606126914662,9.91750284627893
1273.7855579868708,9.856284753112105
1278.6105032822757,9.704940603356542
1283.4354485776805,9.692442340452281
1288.2603938730854,9.586312334801805
1293.0853391684902,9.48329280154157
1297.9102844638949,9.447419122399163
1302.7352297592997,9.290393813359211
1307.5601750547046,9.291203058205676
1312.3851203501094,9.195042966406765
1317.2100656455143,9.07305203168358
1322.035010940919,9.118639461069407
1326.8599562363238,9.037042843032074
1331.6849015317287,8.943778859105336
1336.5098468271335,8.886152533015876
1341.3347921225384,8.795152099694787
1346.159737417943,8.743357953874588
1350.9846827133479,8.69760107509392
1355.8096280087527,8.574955628440742
1360.6345733041576,8.553995513170532
1365.4595185995624,8.506734790716335
1370.284463894967,8.36623762606357
1375.109409190372,8.360531773901167
1379.9343544857768,8.313509711993623
1384.7592997811817,8.19599367855081
1389.5842450765865,8.195022566111474
1394.4091903719911,8.108400829112327
1399.234135667396,8.053938773693444
1404.0590809628009,8.022812580227804
1408.8840262582057,7.951581023006584
1413.7089715536106,7.892786413343019
1418.5339168490152,7.86499269212831
1423.35886214442,7.788149218920929
1428.183807439825,7.815233465857646
1433.0087527352298,7.706131823983753
1437.8336980306347,7.673977739711878
1442.6586433260393,7.570623392820966
1447.4835886214441,7.57794221857059
1452.308533916849,7.466294317713319
1457.1334792122539,7.492359203804687
1461.9584245076587,7.415710437553153
1466.7833698030634,7.354505769827468
1471.6083150984682,7.356538817075191
1476.433260393873,7.268090246946209
1481.258205689278,7.228860282825008
1486.0831509846828,7.225181410453839
1490.9080962800874,7.137235886146213
1495.7330415754923,7.1273286089643895
1500.5579868708971,7.059620485656692
1505.382932166302,7.036229946131671
1510.2078774617069,6.97414996586828
1515.0328227571115,6.979446668788334
1519.8577680525163,6.874395482170084
1524.6827133479212,6.832867113212273
1529.507658643326,6.853761326499198
1534.332603938731,6.726018315813691
1539.1575492341356,6.739079721137842
1543.9824945295404,6.728515344471726
1548.8074398249453,6.678206331148526
1553.6323851203501,6.6090021126314085
1558.457330415755,6.512546434399352
1563.2822757111596,6.4146818326194275
1568.1072210065645,6.383601128828441
1572.9321663019693,6.255831649224712
1577.7571115973742,6.1423053418902995
1582.582056892779,6.09206202913436
1587.4070021881837,6.29401947683454
1592.2319474835886,6.901165870520803
1597.0568927789934,7.001675330509588
1601.8818380743983,6.729855630323032
1606.7067833698031,6.586876354101663
1611.5317286652078,6.611080838737866
1616.3566739606126,6.506994073893632
1621.1816192560175,6.475754619550881
1626.0065645514223,6.3677873871403605
1630.8315098468272,6.294919769849087
1635.6564551422318,6.33197956419641
1640.4814004376367,6.21093853884671
1645.3063457330416,6.195587664723254
1650.1312910284464,6.202396132487656
1654.9562363238513,6.089590804326161
1659.781181619256,6.150874322506067
1664.6061269146608,6.058667734920088
1669.4310722100656,6.057349643598737
1674.2560175054705,5.987945183685275
1679.0809628008753,6.005879368270284
1683.90590809628,5.917546661769444
1688.7308533916848,5.93635206516474
1693.5557986870897,5.8881864893834175
1698.3807439824946,5.829661000749936
1703.2056892778994,5.860476471488941
1708.030634573304,5.806286901916514
1712.855579868709,5.68099970841345
1717.6805251641138,5.77122048030007
1722.5054704595186,5.674276022952009
1727.3304157549235,5.720732344754287
1732.155361050328,5.575219906936212
1736.980306345733,5.655964326475086
1741.8052516411378,5.580841673015257
1746.6301969365427,5.614599274218489
1751.4551422319475,5.57365638613455
1756.2800875273522,5.507611723483917
1761.105032822757,5.454061296532848
1765.929978118162,5.538141424057813
1770.7549234135668,5.400700069164824
1775.5798687089716,5.46428007099476
1780.4048140043762,5.348845826548037
1785.229759299781,5.43300703139406
1790.054704595186,5.371084047534825
1794.8796498905908,5.319196075329784
1799.7045951859957,5.326644541449724
1804.5295404814003,5.33743305860468
1809.3544857768052,5.2582204248253595
1814.17943107221,5.284221861074438
1819.004376367615,5.227857119210525
1823.8293216630198,5.190655000461072
1828.6542669584244,5.208839610820466
1833.4792122538292,5.153874253529874
1838.304157549234,5.139389954078923
1843.129102844639,5.2067662985439505
1847.9540481400438,5.0176920791911765
1852.7789934354487,5.07681144143472
1857.6039387308533,5.091429217651864
1862.4288840262582,4.978747837900358
1867.253829321663,5.057558752049089
1872.078774617068,5.01089159854697
1876.9037199124728,4.864231118109651
1881.7286652078774,4.942035985596326
1886.5536105032822,4.968542268450651
1891.378555798687,4.89836314230364
1896.203501094092,4.826487065883969
1901.0284463894968,4.862153647504847
1905.8533916849015,4.771451873229765
1910.6783369803063,4.999148761577642
1915.5032822757112,5.028771035926672
1920.328227571116,4.638570579183258
1925.153172866521,4.552847634514441
1929.9781181619255,4.612990547846356
1934.8030634573304,4.624748681988291
1939.6280087527352,4.923659577889552
1944.45295404814,4.651320849475257
1949.277899343545,4.726986366283376
1954.1028446389496,4.722854385701135
1958.9277899343545,4.54557581713766
1963.7527352297593,4.700354238994501
1968.5776805251642,4.6737567053506845
1973.402625820569,4.635487833835821
1978.2275711159737,4.553016464271421
1983.0525164113785,4.5334368123693105
1987.8774617067834,4.5309640416098285
1992.7024070021882,4.513614694334938
1997.527352297593,4.555497229336826
2002.3522975929977,4.470748842625086
2007.1772428884026,4.465326738501968
2012.0021881838074,4.465614872847461
2016.8271334792123,4.410242420632855
2021.6520787746172,4.447277433137793
2026.4770240700218,4.334605775423007
2031.3019693654267,4.409437713723638
2036.1269146608315,4.377287097093277
2040.9518599562364,4.350341415357613
2045.7768052516412,4.298849950679542
2050.601750547046,4.328985216445728
2055.426695842451,4.305240103051812
2060.2516411378556,4.33432437666581
2065.07658643326,4.316009673780802
2069.9015317286653,4.305241298058658
2074.72647702407,4.2803449007287
2079.551422319475,4.38383280030116
2084.3763676148797,4.353766929825165
2089.2013129102843,4.463410946494583
2094.0262582056894,4.553044771365665
2098.851203501094,4.887282694109627
2103.676148796499,5.5427039900611295
2108.5010940919037,7.126627238123559
2113.3260393873084,11.768084609635658
2118.1509846827134,10.508105132890368
2122.975929978118,6.884626877479102
2127.800875273523,5.223200180788934
2132.625820568928,4.650138161692424
2137.4507658643324,4.352395327079789
2142.2757111597375,4.037944857416866
2147.100656455142,4.03557322406795
2151.9256017505472,3.8088459972622375
2156.750547045952,3.8339583470455265
2161.5754923413565,3.6665290040798433
2166.4004376367616,3.5837341806044587
2171.225382932166,3.614383006619764
2176.0503282275713,3.275048789130251
2180.875273522976,3.3446294384687247
2185.7002188183806,3.1313297090330674
2190.5251641137856,2.8425749095050183
2195.3501094091903,2.8103939234271462
2200.1750547045954,2.3206614167804696
2205.0,1.983436548159759
2209.8249452954046,1.4093222425593577
2214.6498905908097,3.158456566419652
2219.4748358862144,4.854905582503885
2224.2997811816194,6.019202945508108
2229.124726477024,5.868849539957409
2233.9496717724287,5.587668716029795
2238.774617067834,5.2759775525672605
2243.5995623632384,5.127822037810109
2248.4245076586435,4.942450891911766
2253.249452954048,4.784410235890638
2258.0743982494528,4.719568192640377
2262.899343544858,4.606098690173242
2267.7242888402625,4.557187547082929
2272.5492341356676,4.519284727334407
2277.374179431072,4.4755110632450075
2282.199124726477,4.420058179593075
2287.024070021882,4.303556281508405
2291.8490153172866,4.231069814910641
2296.6739606126916,4.22180345736846
2301.4989059080963,4.188820819793964
2306.323851203501,4.176255691484204
2311.148796498906,4.13975337325184
2315.9737417943106,4.091267508510566
2320.7986870897157,4.083952309492842
2325.6236323851203,4.031492549297134
2330.448577680525,4.019814433736151
2335.27352297593,4.029945400271445
2340.0984682713347,3.9428438499023026
2344.92341356674,3.971325125953513
2349.7483588621444,3.9417495420880218
2354.573304157549,3.8895362128439386
2359.398249452954,3.8763099568578463
2364.2231947483588,3.8435234939871448
2369.048140043764,3.790215552483893
2373.8730853391685,3.771976758522798
2378.698030634573,3.7796085273048483
2383.522975929978,3.9884266278015046
2388.347921225383,4.119305405319084
2393.172866520788,3.8646643964457486
2397.9978118161926,3.73018548284514
2402.822757111597,3.7678332813551147
2407.6477024070023,3.6307245671665656
2412.472647702407,3.67987361505571
2417.297592997812,3.6550307980210355
2422.1225382932166,3.604080490107286
2426.9474835886213,3.6992154888977513
2431.7724288840263,3.6840099678857072
2436.597374179431,3.6777982728769953
2441.422319474836,3.7501218298595935
2446.2472647702407,3.6990132864498917
2451.0722100656453,3.7545963899847203
2455.8971553610504,3.724138554690889
2460.722100656455,3.742750986556889
2465.54704595186,3.6749428198137952
2470.3719912472648,3.7112753270977508
2475.1969365426694,3.6266748733077896
2480.0218818380745,3.612391980592954
2484.846827133479,3.627401828336368
2489.671772428884,3.5411862572777797
2494.496717724289,3.597510923221446
2499.3216630196935,3.560543842991095
2504.1466083150985,3.5425776273618435
2508.971553610503,3.5678727430123462
2513.7964989059083,3.510812590153528
2518.621444201313,3.5718191936470505
2523.4463894967175,3.548376903127526
2528.2713347921226,3.5493717819544344
2533.0962800875272,3.524603312599391
2537.9212253829323,3.5351453550804806
2542.746170678337,3.5090707553922593
2547.5711159737416,3.446227212509696
2552.3960612691467,3.561635323661956
2557.2210065645513,3.4984732202392
